Movie_Description,Action,Sci-Fi,Comedy,Crime,Western,Family,Drama,Horror,Romance,Thriller,Adventure
"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",1,0,0,0,0,0,0,0,0,1,1
"The events of D-Day, told on a grand scale from both the Allied and German points of view.",1,0,0,0,0,0,1,0,0,0,0
Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.,1,0,0,0,1,0,0,0,0,0,1
"A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other.",1,0,0,1,0,0,1,0,0,0,0
"An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.",1,0,0,1,0,0,1,0,0,0,0
"From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal.",1,0,1,1,0,0,0,0,0,0,0
"While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan.",1,0,0,0,0,0,0,1,0,1,0
The true story of the Taj Hotel terrorist attack in Mumbai. Hotel staff risk their lives to keep everyone safe as people make unthinkable sacrifices to protect themselves and their families.,1,0,0,0,0,0,1,0,0,0,0
"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",1,0,1,0,0,0,0,0,0,0,1
"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",1,0,0,1,0,0,1,0,0,0,0
"Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.",1,0,0,0,0,0,1,0,0,0,0
The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.,1,0,0,0,0,0,0,0,0,0,1
An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,1,0,0,1,0,0,1,0,0,0,0
"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",1,0,0,0,0,0,1,0,0,0,0
The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.,1,0,0,0,0,0,1,0,0,0,1
A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,1,0,0,1,0,0,0,0,0,1,0
"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.",1,0,0,1,0,0,0,0,0,0,1
A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising.,1,1,0,0,0,0,1,0,0,0,0
"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.",1,0,1,1,0,0,0,0,0,0,0
"A shy student trying to reach his family in Ohio, a gun-toting bruiser in search of the last Twinkie and a pair of sisters striving to get to an amusement park join forces in a trek across a zombie-filled America.",1,0,1,0,0,0,0,1,0,0,0
Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,1,0,0,0,0,0,0,0,0,0,1
"A real-time account of the events on United Flight 93, one of the planes hijacked on September 11th, 2001 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot.",1,0,0,0,0,0,1,0,0,0,0
"A biography of Chinese Martial Arts Master Huo Yuanjia, who is the founder and spiritual guru of the Jin Wu Sports Federation.",1,0,0,0,0,0,1,0,0,0,0
"To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way.",1,0,0,0,0,0,0,0,0,0,1
"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.",1,0,0,0,0,1,0,0,0,0,1
King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,1,0,0,0,0,0,1,0,0,0,0
"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",1,0,0,0,0,0,1,0,0,0,0
"In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.",1,0,0,0,0,0,1,0,0,0,1
"When a girl is abducted by a vampire, a legendary bounty hunter is hired to bring her back.",1,0,0,0,0,0,1,0,0,0,0
A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.,1,0,0,0,0,0,1,0,0,0,0
"Three years into the Clone Wars, the Jedi rescue Palpatine from Count Dooku. As Obi-Wan pursues a new threat, Anakin acts as a double agent between the Jedi Council and Palpatine and is lured into a sinister plan to rule the galaxy.",1,0,0,0,0,0,0,0,0,0,1
"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",1,1,0,0,0,0,0,0,0,0,1
The Borg travel back in time intent on preventing Earth's first contact with an alien species. Captain Picard and his crew pursue them to ensure that Zefram Cochrane makes his maiden flight reaching warp speed.,1,0,0,0,0,0,1,0,0,0,1
"John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building.",1,0,0,0,0,0,0,0,0,1,1
An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.,1,0,0,1,0,0,1,0,0,0,0
"In November 1984, the Soviet Union's best submarine captain, in a new undetectable sub, violates orders and heads for the U.S. The American CIA and military must quickly determine: Is he trying to defect, or to start a war?",1,0,0,0,0,0,0,0,0,1,1
"In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories.",1,1,0,1,0,0,0,0,0,0,0
Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.,1,0,0,1,0,0,0,0,0,1,0
"In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits.",1,1,0,0,0,0,0,0,0,0,1
"Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possibly successful attempt at escaping from one of the most infamous prisons in the world.",1,0,0,1,0,0,0,0,0,0,0
"Four armed men hijack a New York City subway car and demand a ransom for the passengers. The city's police are faced with a conundrum: Even if it's paid, how could they get away?",1,0,0,1,0,0,0,0,0,1,0
A secret agent comes to an opium lord's island fortress with other fighters for a martial-arts tournament.,1,0,0,1,0,0,1,0,0,0,0
"Allied agents stage a daring raid on a castle where the Nazis are holding American brigadier general George Carnaby prisoner, but that's not all that's really going on.",1,0,0,0,0,0,0,0,0,0,1
"Tanhaji Malusare, a military chieftain in the army of the Maratha king Shivaji, leads the charge to capture the strategically important Kondhana fort guarded by the army of the fierce Rajput chieftain Udaybhan Rathod.",1,0,0,0,0,0,1,0,0,0,0
"Set in the near-future, technology controls nearly all aspects of life. But when the world of Grey, a self-labeled technophobe, is turned upside down, his only hope for revenge is an experimental computer chip implant.",1,1,0,0,0,0,0,0,0,1,0
"A police officer arrests a doctor for crimes targeting medical professionals but later finds the real culprit in a tale of revenge, corruption and magic.",1,0,0,0,0,0,0,0,0,1,0
"A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945.",1,0,0,0,0,0,1,0,0,0,0
Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,1,0,0,0,0,0,1,0,0,0,1
Three struggling room-mates unknowingly become potential prey of a ruthless gangster.,1,0,1,1,0,0,0,0,0,0,0
An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary.,1,0,0,1,0,0,0,0,0,1,0
A group of assassins come together for a suicide mission to kill an evil lord.,1,0,0,0,0,0,1,0,0,0,1
Centering on Ip Man's migration to Hong Kong in 1949 as he attempts to propagate his discipline of Wing Chun martial arts.,1,0,0,0,0,0,1,0,0,0,0
"The story of the notorious French gangster Jacques Mesrine, with the focus on his life before the early 1970s and the events that led to him being declared Public Enemy No. 1 in France.",1,0,0,1,0,0,0,0,0,0,0
"While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.",1,0,0,0,0,0,0,0,0,0,1
"Markus goes home to his teenage daughter, Mathilde, when his wife dies in a tragic train accident. It seems like an accident until a mathematics geek, who was also a fellow passenger on the train, and his two colleagues show up.",1,0,1,0,0,0,1,0,0,0,0
"Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.",1,0,0,0,0,0,1,0,0,0,0
A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train within 8 minutes.,1,0,0,0,0,0,1,0,0,0,0
Quentin Tarantino and Robert Rodriguez's homage to exploitation double features in the '60s and '70s with two back-to-back cult films that include previews of coming attractions between them.,1,0,0,0,0,0,0,1,0,1,0
Things go wrong for a high ranking mobster when he doesn't proceed by his boss's orders.,1,0,0,1,0,0,1,0,0,0,0
"A sixteenth century love story about a marriage of alliance that gave birth to true love between a great Mughal emperor, Akbar, and a Rajput princess, Jodha.",1,0,0,0,0,0,1,0,0,0,0
"In a magically realistic version of Toronto, a young man must defeat his new girlfriend's seven evil exes one by one in order to win her heart.",1,0,1,0,0,0,0,0,0,0,0
"After the Black September capture and massacre of Israeli athletes at the 1972 Olympics, five men are chosen to eliminate the people responsible for that fateful day.",1,0,0,0,0,0,1,0,0,0,0
"A romantic police captain breaks a beautiful member of a rebel group out of prison to help her rejoin her fellows, but things are not what they seem.",1,0,0,0,0,0,1,0,0,0,1
"With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts.",1,0,0,0,0,1,0,0,0,0,1
A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles.,1,0,0,1,0,0,1,0,0,0,0
"The blind masseur/swordsman comes to a town in control of warring gangs, and while bunking with a farming family, he meets two women with their own agenda.",1,0,1,1,0,0,0,0,0,0,0
A young martial artist is caught between respecting his pacifist father's wishes or stopping a group of disrespectful foreigners from stealing precious artifacts.,1,0,1,0,0,0,0,0,0,0,0
A man brutally murdered comes back to life as an undead avenger of his and his fiancée's murder.,1,0,0,1,0,0,1,0,0,0,0
